pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_dens,st_rad,st_mass,st_lum,pl_class
Kepler-537 b,3.24755522,0.0442,0.126,0.00809,5.04,0.99,1.07,-0.039,Super Earth
Kepler-538 b,81.73778,0.3554,0.198,0.04059,6.5,0.87,0.89,-0.179,Super Earth
Kepler-539 b,125.63243,0.4988,0.747,0.97,2.9,0.95,1.05,-0.06,Gas Giant
Kepler-539 c,1000,2.42,1.18,2.4,1.78,0.95,1.05,-0.094,Gas Giant
Kepler-54 b,8.0109434,0.0619,0.187,0.068,12.8,0.5,0.51,-1.301,Super Earth
Kepler-54 c,12.0717249,0.0809,0.11,0.062,58.5,0.5,0.51,-1.301,Super Earth
Kepler-54 d,20.995694,0.126,0.136,0.0093,4.54,0.55,0.52,-1.301,Super Earth
Kepler-540 b,172.7049784,0.5886,0.242,0.0245,2.15,1.08,1.02,0.207,Neptune-like
Kepler-541 b,5.08005848,0.0641,0.3,0.0354,1.62,2.06,1.41,0.755,Neptune-like
Kepler-542 b,13.14497566,0.1038,0.14,0.00972,4.39,0.9,0.93,-0.122,Super Earth
Kepler-543 b,13.89961966,0.098,0.223,0.0214,2.39,0.67,0.7,-0.643,Neptune-like
Kepler-544 b,21.41616926,0.1553,0.189,0.0162,2.96,1.22,1.16,0.529,Neptune-like
Kepler-545 b,13.24934059,0.1087,0.24,0.0242,2.17,1.07,1.04,0.107,Neptune-like
Kepler-546 b,4.14702026,0.0502,0.624,0.123,0.626,1.15,1.11,0.271,Gas Giant
Kepler-547 b,6.01038429,0.058,0.357,0.0475,1.3,0.73,0.78,-0.555,Neptune-like
Kepler-548 b,4.45419434,0.0495,1.07,,,0.9,0.93,-0.201,Gas Giant
Kepler-549 b,42.9495649,0.2283,0.229,0.03461,1.9,0.84,0.88,-0.306,Neptune-like
Kepler-549 c,117.040498,0.4453,0.261,0.028,1.95,0.84,0.88,-0.306,Neptune-like
Kepler-549 d,24.61480613,0.1575,0.406,0.0516,1.22,0.99,0.86,-0.306,Neptune-like
Kepler-55 b,27.9481449,0.1593,0.217,0.135,16.5,0.58,0.62,-0.763,Super Earth
Kepler-55 c,42.1516418,0.2095,0.197,0.22,35.5,0.58,0.62,-0.763,Super Earth
Kepler-55 d,2.211099,0.029,0.142,0.00993,4.31,0.62,0.63,-0.763,Super Earth
Kepler-55 e,4.617534,0.048,0.138,0.00951,4.46,0.62,0.63,-0.763,Super Earth
Kepler-55 f,10.198545,0.081,0.142,0.00993,4.31,0.62,0.63,-0.763,Super Earth
Kepler-550 b,8.60010411,0.0747,0.394,0.0563,1.14,0.83,0.87,-0.384,Neptune-like
Kepler-551 b,12.3764661,0.0893,0.244,0.0249,2.13,0.63,0.65,-0.895,Neptune-like
Kepler-552 b,5.26341577,0.0612,0.352,0.0465,1.32,1.04,1.03,0.063,Neptune-like
Kepler-553 b,4.03046804,0.0484,0.413,0.0609,1.07,0.85,0.92,-0.261,Neptune-like
Kepler-553 c,328.2399546,0.9084,0.999,,,0.85,0.92,-0.261,Gas Giant
Kepler-554 b,1.90220856,0.0293,0.383,0.0535,1.18,0.92,0.93,-0.118,Neptune-like
Kepler-555 b,16.21775407,0.1201,0.252,0.0264,2.04,1.04,1.03,0.264,Neptune-like
Kepler-556 b,11.72292176,0.0973,0.2,0.0178,2.76,0.98,1,-0.048,Neptune-like
Kepler-557 b,3.70598955,0.0469,0.238,0.0239,2.2,1.16,1.11,0.728,Neptune-like
Kepler-558 b,29.00790538,0.1759,0.211,0.0195,2.56,0.81,0.85,-0.384,Neptune-like
Kepler-559 b,17.58752333,0.1277,0.322,0.0399,1.48,0.95,0.96,-0.121,Neptune-like
Kepler-56 b,10.5016,0.1028,0.581,0.07,0.442,4.23,1.32,0.905,Neptune-like
Kepler-56 c,21.40239,0.1652,0.874,0.57,1.06,4.23,1.32,0.905,Gas Giant
Kepler-56 d,1002,2.16,1.14,5.61,4.67,4.22,1.29,0.905,Gas Giant
Kepler-560 b,18.47764449,0.0899,0.153,0.0113,3.9,0.33,0.34,-1.717,Super Earth
Kepler-561 b,58.3620495,0.2918,0.621,0.122,0.631,0.94,0.96,-0.18,Gas Giant
Kepler-561 c,5.35016198,0.0593,0.239,0.0241,2.18,0.94,0.96,-0.18,Neptune-like
Kepler-562 b,18.00931444,0.1333,0.465,0.0745,0.921,0.9,0.93,0.016,Neptune-like
Kepler-563 b,22.18432708,0.1418,0.276,0.0307,1.82,0.77,0.8,-0.444,Neptune-like
Kepler-564 b,3.75083228,0.0484,0.413,0.0609,1.07,0.92,0.95,-0.064,Neptune-like
Kepler-565 b,4.24374723,0.0501,0.325,0.0405,1.47,0.95,0.98,-0.055,Neptune-like
Kepler-566 b,18.42794624,0.1247,0.192,0.0166,2.91,0.79,0.83,-0.524,Neptune-like
Kepler-567 b,16.54297375,0.1229,0.201,0.0179,2.74,0.79,0.84,-0.409,Neptune-like
Kepler-568 b,11.02347475,0.0794,0.202,0.018,2.73,0.53,0.55,-1.33,Neptune-like
Kepler-569 b,34.18890521,0.1981,0.282,0.0319,1.76,0.93,0.95,-0.107,Neptune-like
Kepler-57 b,5.7293196,0.06,0.195,0.36183,60.79,0.73,0.83,-0.342,Gas Giant
Kepler-57 c,11.6092567,0.096,0.138,0.02863,13.522,0.73,0.83,-0.342,Super Earth
Kepler-570 b,4.301662,0.0497,0.219,0.0207,2.45,0.9,0.93,-0.296,Neptune-like
Kepler-571 b,4.79859939,0.0546,0.236,0.0235,2.23,0.9,0.93,-0.223,Neptune-like
Kepler-572 b,17.20523483,0.1192,0.23,0.0226,2.3,0.79,0.83,-0.434,Neptune-like
Kepler-573 b,22.18329658,0.1486,0.249,0.0258,2.07,1.02,0.99,0.029,Neptune-like
Kepler-574 b,7.65880414,0.0723,0.213,0.0198,2.54,0.91,0.95,-0.214,Neptune-like
Kepler-575 b,9.37891944,0.0788,0.213,0.0198,2.54,0.95,0.97,-0.084,Neptune-like
Kepler-576 b,29.91136794,0.179,0.292,0.0338,1.68,0.97,0.99,-0.211,Neptune-like
Kepler-577 b,25.69578251,0.1348,0.227,0.0221,2.33,0.73,0.78,-0.555,Neptune-like
Kepler-578 b,1.6168837,0.0266,0.178,0.0147,3.2,0.83,0.87,-0.337,Super Earth
Kepler-579 b,9.66857723,0.0854,0.178,0.0147,3.2,0.96,0.99,-0.311,Super Earth
Kepler-58 b,10.2184954,0.0927,0.248,0.1117,9.102,1.03,0.95,-0.004,Neptune-like
Kepler-58 c,15.5741568,0.1228,0.255,0.16676,12.465,1.03,0.95,-0.004,Gas Giant
Kepler-58 d,40.101371,0.236,0.262,0.0282,1.94,1.13,1.04,-0.004,Neptune-like
Kepler-58 e,4.45814897,0.0533,0.151,0.0101,4.24,1.08,1.02,-0.004,Super Earth
Kepler-580 b,8.22241966,0.0683,0.229,0.0224,2.31,0.64,0.67,-0.896,Neptune-like
Kepler-581 b,40.6069821,0.2259,0.235,0.0233,2.24,1,1,-0.169,Neptune-like
Kepler-582 b,18.49235668,0.1254,0.328,0.0413,1.44,0.91,0.93,-0.414,Neptune-like
Kepler-583 b,6.5100253,0.0689,0.203,0.0183,2.7,0.91,0.94,-0.101,Neptune-like
Kepler-584 b,35.1810304,0.2281,0.376,0.0519,1.22,1.24,1.17,0.52,Neptune-like
Kepler-585 b,2.75235975,0.0375,0.252,0.0264,2.04,0.93,0.96,-0.163,Neptune-like
Kepler-586 b,2.10472218,0.0331,0.249,0.0258,2.07,0.92,0.94,-0.141,Neptune-like
Kepler-587 b,10.94027841,0.0952,0.199,0.0176,2.77,0.89,0.92,-0.238,Neptune-like
Kepler-588 b,4.22162536,0.052,0.235,0.0233,2.24,1,1.01,0.207,Neptune-like
Kepler-589 b,16.54964934,0.1196,0.203,0.0182,2.71,0.83,0.88,-0.347,Neptune-like
Kepler-589 c,3.52466011,0.0426,0.1,0.00455,5.71,0.92,0.83,-0.347,Super Earth
Kepler-59 b,11.8681707,0.104,0.098,0.0043,5.66,0.94,1.04,0.324,Super Earth
Kepler-59 c,17.9801235,0.1372,0.177,0.0144,3.24,0.94,1.04,0.324,Super Earth
Kepler-590 b,5.85296257,0.0647,0.359,0.0479,1.29,1.15,1.1,0.477,Neptune-like
Kepler-591 b,81.1694299,0.3554,0.302,0.0359,1.61,0.94,0.97,-0.078,Neptune-like
Kepler-592 b,2.82019241,0.0397,0.213,0.0198,2.54,1.04,1.04,0.185,Neptune-like
Kepler-593 b,21.21708973,0.1508,0.256,0.0271,2,1.1,1.08,0.079,Neptune-like
Kepler-594 b,13.64618192,0.1089,0.194,0.017,2.86,0.87,0.91,-0.193,Neptune-like
Kepler-595 b,25.3029092,0.1582,0.331,0.05475,1.88,0.82,0.93,-0.348,Neptune-like
Kepler-595 c,12.38602,0.0983,0.09,0.01038,17.7,0.82,0.93,-0.348,Super Earth
Kepler-596 b,21.30022655,0.156,0.309,0.0372,1.57,1.32,1.21,0.314,Neptune-like
Kepler-597 b,13.02365861,0.1056,0.211,0.0195,2.56,0.95,0.97,-0.033,Neptune-like
Kepler-598 b,3.70175428,0.0438,0.134,0.00899,4.66,0.86,0.87,-0.258,Super Earth
Kepler-598 c,86.4945,0.3576,0.27,0.0296,1.87,0.9,0.9,-0.258,Neptune-like
Kepler-599 b,15.65562652,0.1128,0.253,0.0266,2.03,0.79,0.83,-0.522,Neptune-like
Kepler-6 b,3.2346996,0.04852,1.304,0.668,0.4,1.39,1.21,0.189,Gas Giant
Kepler-60 b,7.1334,0.0719,0.153,0.01318,4.62,1.26,1.04,0.369,Super Earth
Kepler-60 c,8.9187,0.0835,0.17,0.01211,3.06,1.26,1.04,0.369,Super Earth
Kepler-60 d,11.8981,0.1012,0.178,0.01309,2.91,1.26,1.04,0.369,Neptune-like
Kepler-600 b,23.67517607,0.1536,0.259,0.0275,1.97,0.81,0.84,-0.339,Neptune-like
Kepler-601 b,5.37886844,0.056,0.17,0.0134,3.42,0.79,0.85,-0.428,Super Earth
Kepler-602 b,15.28469497,0.1224,0.186,0.0158,3.02,1.13,1.08,0.326,Super Earth
Kepler-603 b,21.05358596,0.1502,0.236,0.0236,2.22,1.01,1.01,0.392,Neptune-like
Kepler-603 c,127.9075774,0.5001,0.58,0.108,0.69,1.01,1.01,0.392,Neptune-like
Kepler-603 d,6.2171292,0.0666,0.118,0.00724,5.5,1.01,1.01,0.392,Super Earth
Kepler-604 b,25.85501786,0.1735,0.231,0.0227,2.28,1.03,1.02,0.092,Neptune-like
Kepler-605 b,3.38353807,0.042,0.128,0.00839,4.91,0.88,0.91,-0.248,Super Earth
Kepler-605 c,2.35895152,0.033,0.077,0.00178,4.89,0.88,0.91,-0.248,Terrestrial
Kepler-606 b,24.31575992,0.17,0.295,0.0345,1.67,1.22,1.13,0.254,Neptune-like
Kepler-607 b,0.6381632,0.0135,0.078,0.00186,4.92,0.8,0.84,-0.382,Terrestrial
Kepler-607 c,39.67679977,0.2122,0.246,0.0253,2.1,0.89,0.81,-0.382,Neptune-like
Kepler-608 b,6.41251504,0.0685,0.325,0.0405,1.47,1.01,1,0.041,Neptune-like
Kepler-609 b,6.52121067,0.0682,0.299,0.0352,1.64,1.14,1.09,0.065,Neptune-like
Kepler-61 b,59.87756,0.24861,0.192,0.0166,2.91,0.62,0.64,-0.971,Neptune-like
Kepler-610 b,6.99692655,0.0719,0.374,0.0514,1.22,1.13,1.1,-0.11,Neptune-like
Kepler-610 c,151.86392,0.5594,0.294,0.0343,1.67,1.13,1.1,-0.11,Neptune-like
Kepler-611 b,2.4370333,0.0351,0.147,0.0106,4.11,1.01,1.01,0.383,Super Earth
Kepler-612 b,3.72215641,0.0452,0.253,0.0266,2.03,0.96,0.98,0.305,Neptune-like
Kepler-613 b,15.77979614,0.1232,0.204,0.0184,2.68,0.96,0.98,-0.057,Neptune-like
Kepler-614 b,14.03491514,0.1027,0.213,0.0198,2.54,0.81,0.85,-0.418,Neptune-like
Kepler-615 b,10.35584657,0.085,0.155,0.0116,3.84,0.69,0.73,-0.695,Super Earth
Kepler-616 b,9.99761851,0.0927,0.217,0.0204,2.48,0.97,0.98,-0.111,Neptune-like
Kepler-616 c,90.4113556,0.4024,0.304,0.0363,1.59,0.97,0.98,-0.111,Neptune-like
Kepler-616 d,51.06740189,0.2749,0.237,0.0237,2.21,0.98,1.06,-0.111,Neptune-like
Kepler-617 b,1.68269615,0.0219,0.118,0.00724,5.5,0.48,0.51,-1.305,Super Earth
Kepler-618 b,3.59576964,0.046,0.232,0.0229,2.27,1.08,1.05,0.173,Neptune-like
Kepler-618 d,11.67894236,0.1021,0.391,0.051,1.23,0.96,1.04,-0.04,Neptune-like
Kepler-619 b,5.4042722,0.0611,0.282,0.0319,1.76,1.11,1.09,-0.04,Neptune-like
Kepler-619 c,1.20846503,0.0225,0.151,0.011,3.98,1.11,1.09,-0.04,Super Earth
Kepler-62 b,5.714932,0.0553,0.117,0.03,23.25,0.64,0.69,-0.678,Super Earth
Kepler-62 c,12.4417,0.0929,0.048,0.013,146.05,0.64,0.69,-0.678,Terrestrial
Kepler-62 d,18.16406,0.12,0.174,0.044,10.365,0.64,0.69,-0.678,Neptune-like
Kepler-62 e,122.3874,0.427,0.144,0.113,46.95,0.64,0.69,-0.678,Super Earth
Kepler-62 f,267.291,0.718,0.126,0.11,68.25,0.64,0.69,-0.678,Super Earth
Kepler-620 b,12.91375431,0.1053,0.296,0.0346,1.65,1.22,1.15,0.341,Neptune-like
Kepler-621 b,2.62811375,0.031,0.205,0.0186,2.66,0.68,0.72,-0.759,Neptune-like
Kepler-622 b,14.28226676,0.0978,0.19,0.0163,2.95,0.61,0.64,-0.862,Neptune-like
Kepler-623 b,9.07097734,0.0854,0.269,0.0293,1.88,0.86,0.9,-0.318,Neptune-like
Kepler-624 b,14.58649607,0.1172,0.206,0.0187,2.65,1.18,1.1,0.291,Neptune-like
Kepler-625 b,7.75192492,0.0768,0.178,0.0145,3.22,0.96,1.04,0.406,Super Earth
Kepler-625 c,4.1653651,0.0508,0.094,0.00364,5.51,0.96,1.04,0.406,Super Earth
Kepler-626 b,14.48585199,0.115,0.204,0.0184,2.68,1.05,1.01,-0.042,Neptune-like
Kepler-627 b,40.6994443,0.2327,0.333,0.0422,1.42,1.49,1.3,0.385,Neptune-like
Kepler-628 b,15.4580567,0.1241,0.749,0.168,0.493,1.28,1,0.604,Gas Giant
Kepler-629 b,7.2385854,0.0712,0.123,0.0078,5.19,0.84,0.93,-0.283,Super Earth
Kepler-63 b,9.4341505,0.08,0.545,0.378,3,0.9,0.98,-0.157,Gas Giant
Kepler-630 b,161.4743937,0.5729,0.284,0.0322,1.74,1.04,1.02,0.302,Neptune-like
Kepler-631 b,17.97979059,0.1447,0.259,0.0275,1.97,1.33,1.24,0.389,Neptune-like
Kepler-632 b,30.99660733,0.1885,0.197,0.0174,2.81,0.84,0.91,-0.292,Neptune-like
Kepler-633 b,8.50340718,0.0815,0.145,0.0104,4.17,1.15,1.02,0.16,Super Earth
Kepler-633 c,23.78319931,0.1618,0.205,0.0185,2.67,1.27,1,0.16,Neptune-like
Kepler-634 b,5.16950177,0.0578,0.169,0.0133,3.44,1.24,1.03,0.421,Super Earth
Kepler-635 b,23.44971004,0.1764,0.236,0.0235,2.23,1.51,1.33,0.735,Neptune-like
Kepler-636 b,16.08066115,0.1185,0.397,0.057,1.13,0.8,0.85,-0.374,Neptune-like
Kepler-637 b,23.20584623,0.1867,0.424,0.0636,1.04,2.56,1.64,0.382,Neptune-like
Kepler-638 b,6.07972888,0.0632,0.163,0.0126,3.6,0.93,0.88,0.532,Super Earth
Kepler-639 b,10.21420496,0.0966,0.212,0.0197,2.55,1.29,1.14,0.483,Neptune-like
Kepler-640 b,22.24813967,0.1566,0.228,0.0223,2.32,0.94,1.01,-0.024,Neptune-like
Kepler-641 b,9.48961571,0.0879,0.165,0.0128,3.54,1.13,1.02,0.39,Super Earth
Kepler-642 b,4.41745855,0.0589,0.259,0.0275,1.97,1.66,1.4,0.398,Neptune-like
Kepler-643 b,16.33889626,0.126,0.906,1.01,1.68,2.52,1,0.478,Gas Giant
Kepler-644 b,3.1739171,0.0466,0.281,0.0317,1.78,1.81,1.49,0.71,Neptune-like
Kepler-645 b,3.27582262,0.049,0.187,0.0159,3,1.21,1.13,0.451,Neptune-like
Kepler-646 b,15.87364565,0.1149,0.178,0.0145,3.22,0.91,0.93,-0.259,Super Earth
Kepler-647 b,16.2254649,0.1222,0.104,0.00537,5.87,1.07,1.03,0.418,Super Earth
Kepler-647 c,29.6663,0.1827,0.357,0.0476,1.3,1.55,1.07,0.418,Neptune-like
Kepler-648 b,17.4211749,0.1341,0.287,0.0329,1.73,0.98,1.05,-0.053,Neptune-like
Kepler-649 b,29.90722674,0.1805,0.202,0.018,2.73,0.94,0.97,-0.044,Neptune-like
Kepler-65 b,2.15491,0.035,0.127,0.0076,4.4,1.41,1.25,0.467,Super Earth
Kepler-65 c,5.859944,0.068,0.23,0.017,1.64,1.41,1.25,0.467,Neptune-like
Kepler-65 d,8.13123,0.084,0.136,0.013,5.7,1.41,1.25,0.467,Super Earth
Kepler-65 e,258.8,0.856149181,1.24,0.82,0.532,1.44,1.25,0.451,Gas Giant
Kepler-650 b,3.03214559,0.0421,0.264,0.0285,1.92,1.35,1.08,0.284,Neptune-like
Kepler-651 b,21.38521506,0.1409,0.211,0.0195,2.56,0.87,0.92,-0.253,Neptune-like
Kepler-652 b,4.18200253,0.0503,0.222,0.0213,2.41,0.88,0.97,-0.27,Neptune-like
Kepler-653 b,14.70748976,0.1197,0.174,0.014,3.31,1.19,1.02,0.119,Super Earth
Kepler-653 c,0.90037648,0.0186,0.07,0.00126,4.62,1.19,1.02,0.119,Terrestrial
Kepler-654 b,13.72465129,0.1116,0.185,0.0155,3.06,1.11,1.04,0.462,Super Earth
Kepler-655 b,46.4063358,0.2559,0.242,0.0245,2.15,1.24,1.15,0.324,Neptune-like
Kepler-656 b,1.26025909,0.0232,0.278,0.0312,1.79,0.82,0.86,-0.299,Neptune-like
Kepler-656 c,5.25449393,0.0602,0.136,0.00809,5.04,0.95,1.05,-0.299,Super Earth
Kepler-657 b,24.54350418,0.1654,0.314,0.0383,1.54,1.01,1.01,0.279,Neptune-like
Kepler-658 b,1.28707676,0.0188,0.145,0.0104,4.17,0.6,0.63,-0.899,Super Earth
Kepler-659 b,17.671796,0.1204,0.223,0.0214,2.39,0.74,0.79,-0.526,Neptune-like
Kepler-66 b,17.815815,0.1352,0.25,0.0259,2.07,0.97,1.04,0.051,Neptune-like
Kepler-660 b,9.27358194,0.0759,0.229,0.0224,2.31,0.71,0.75,-0.626,Neptune-like
Kepler-661 b,6.02930132,0.0585,0.274,0.0303,1.83,0.67,0.7,-0.814,Neptune-like
Kepler-662 b,21.67697486,0.1408,0.194,0.017,2.86,0.74,0.79,-0.356,Neptune-like
Kepler-663 b,4.99678284,0.0559,0.232,0.0229,2.27,0.82,0.86,-0.313,Neptune-like
Kepler-664 b,2.52559332,0.0374,0.237,0.0238,2.21,1.02,1.01,-0.111,Neptune-like
Kepler-665 b,16.01310205,0.1148,0.232,0.0229,2.27,0.74,0.79,-0.595,Neptune-like
Kepler-666 b,4.49876092,0.0542,0.214,0.02,2.52,1.05,1.03,0.182,Neptune-like
Kepler-667 b,41.43962808,0.2288,0.422,0.0632,1.04,0.87,0.91,0.557,Neptune-like
Kepler-668 b,8.35390639,0.0768,0.241,0.0244,2.16,0.82,0.87,-0.396,Neptune-like
Kepler-669 b,4.12554687,0.0529,0.431,0.0655,1.01,1.2,1.15,0.358,Neptune-like
Kepler-67 b,15.7259,0.1171,0.262,0.0282,1.94,0.78,0.86,-0.376,Neptune-like
Kepler-670 b,2.81650485,0.0383,1.176,,,0.99,0.99,-0.1,Gas Giant
Kepler-671 b,4.28095859,0.0503,0.24,0.0242,2.17,0.95,0.97,-0.081,Neptune-like
Kepler-672 b,38.3774623,0.2163,0.223,0.0214,2.39,0.92,0.95,-0.112,Neptune-like
Kepler-673 b,3.72873109,0.0455,0.583,0.11,0.684,0.84,0.88,-0.344,Neptune-like
Kepler-674 b,2.24338185,0.028,0.151,0.011,3.98,0.57,0.6,-0.907,Super Earth
Kepler-675 b,2.33743801,0.0325,0.218,0.0205,2.47,0.75,0.79,-0.507,Neptune-like
Kepler-676 b,11.59822172,0.0798,0.271,0.0298,1.85,0.49,0.51,-1.295,Neptune-like
Kepler-677 b,6.57531678,0.067,0.48,0.0786,0.882,0.99,1,0.39,Neptune-like
Kepler-678 b,7.27503724,0.0732,0.459,0.0728,0.935,0.91,0.94,0.449,Neptune-like
Kepler-679 b,12.39358604,0.0983,0.269,0.0293,1.88,0.84,0.87,-0.348,Neptune-like
Kepler-68 b,5.39875259,0.06135,0.21,0.02527,3.37,1.26,1.06,0.231,Super Earth
Kepler-68 c,9.605027,0.09008,0.087,0.00409,7.5,1.26,1.06,0.231,Super Earth
Kepler-68 d,632.62,1.469,1.24,0.84007,0.546,1.26,1.06,0.231,Gas Giant
Kepler-68 e,3455,4.6,0.997,0.272,0.338,1.26,1.06,0.218,Gas Giant
Kepler-680 b,3.68992629,0.0469,0.216,0.0203,2.5,1.11,1.08,0.197,Neptune-like
Kepler-681 b,26.39435646,0.1635,0.275,0.0305,1.82,0.76,0.8,-0.457,Neptune-like
Kepler-682 b,12.61190667,0.1058,0.658,0.134,0.585,0.89,0.92,0.48,Gas Giant
Kepler-683 b,2.53918318,0.0355,0.176,0.0143,3.26,0.95,0.96,-0.041,Super Earth
Kepler-684 b,6.77030201,0.064,0.3,0.0354,1.62,0.86,0.89,0.209,Neptune-like
Kepler-685 b,1.6255222,0.0265,0.944,0.248,0.366,1.16,1.11,-0.051,Gas Giant
Kepler-686 b,1.59474546,0.0258,1.084,,,0.92,0.94,0.108,Gas Giant
Kepler-687 b,20.50586978,0.1326,0.314,0.0383,1.54,0.73,0.77,-0.567,Neptune-like
Kepler-688 b,3.89593684,0.046,0.871,0.216,0.406,0.96,0.98,-0.024,Gas Giant
Kepler-689 b,22.36656079,0.1449,0.258,0.0274,1.98,0.88,0.91,-0.153,Neptune-like
Kepler-69 b,13.722341,0.094,0.2,0.0178,2.76,0.93,0.81,-0.097,Neptune-like
Kepler-69 c,242.4613,0.64,0.153,0.0112,3.92,0.93,0.81,-0.097,Super Earth
Kepler-690 b,7.74809437,0.081,0.531,0.0933,0.772,1.16,1.11,0.141,Neptune-like
Kepler-691 b,8.114379,0.0649,0.186,0.0158,3.02,0.5,0.53,-1.305,Super Earth
Kepler-692 b,21.81293494,0.1495,0.277,0.031,1.8,0.86,0.9,-0.233,Neptune-like
Kepler-693 b,15.37563332,0.1121,0.908,0.232,0.384,0.72,0.76,-0.427,Gas Giant
Kepler-694 b,6.36584161,0.0659,0.25,0.0259,2.07,0.95,0.97,-0.078,Neptune-like
Kepler-695 b,3.04033042,0.0374,0.822,0.196,0.438,0.8,0.84,-0.159,Gas Giant
Kepler-696 b,4.19042557,0.0535,0.548,0.0984,0.743,1.08,1.06,0.151,Neptune-like
Kepler-697 b,3.70987065,0.0471,0.368,0.0502,1.25,0.88,0.92,-0.025,Neptune-like
Kepler-698 b,16.32976218,0.1255,0.328,0.0413,1.44,0.91,0.94,0.388,Neptune-like
Kepler-7 b,4.8854892,0.06067,1.622,0.441,0.14,1.97,1.36,0.696,Gas Giant
Kepler-700 b,80.8720639,0.3577,0.534,0.0944,0.767,0.96,0.98,0.23,Neptune-like
Kepler-701 b,10.35533177,0.0895,0.253,0.0266,2.03,0.84,0.88,-0.276,Neptune-like
Kepler-702 b,10.52629406,0.088,0.818,0.194,0.44,0.86,0.9,-0.159,Gas Giant
Kepler-703 b,4.58352176,0.0535,0.732,0.161,0.509,1.27,1.18,0.067,Gas Giant
Kepler-704 b,3.76182115,0.047,0.233,0.023,2.26,0.96,0.97,0.036,Neptune-like
Kepler-705 b,56.0560538,0.232,0.188,0.016,2.98,0.51,0.53,-1.385,Neptune-like
Kepler-706 b,41.40831347,0.2162,1.175,,,0.84,0.87,-0.218,Gas Giant
Kepler-707 b,2.23749275,0.0325,0.119,0.00733,5.44,0.76,0.8,-0.501,Super Earth
Kepler-708 b,3.16789194,0.0426,0.261,0.028,1.95,0.96,0.97,0.037,Neptune-like
Kepler-709 b,16.08524954,0.1173,0.261,0.0279,1.95,0.77,0.8,-0.481,Neptune-like
Kepler-710 b,4.34728553,0.0524,0.168,0.0132,3.47,0.91,0.94,0.265,Super Earth
Kepler-711 b,23.58914398,0.1429,0.304,0.0363,1.59,0.8,0.84,-0.499,Neptune-like
Kepler-712 b,21.02247699,0.1378,0.304,0.0363,1.59,0.78,0.84,-0.484,Neptune-like
Kepler-712 c,226.89047,0.6732,0.433,0.0659,1.01,0.78,0.84,-0.484,Neptune-like
Kepler-713 b,7.411141,0.0748,0.221,0.0211,2.42,0.99,0.98,0.085,Neptune-like
Kepler-714 b,8.09888799,0.0832,0.863,0.213,0.411,1.12,1.09,0.46,Gas Giant
Kepler-715 b,10.00652995,0.0933,0.335,0.0426,1.41,1.04,1.04,0.165,Neptune-like
Kepler-716 b,10.37168453,0.0873,0.259,0.0275,1.97,0.78,0.83,-0.504,Neptune-like
Kepler-716 c,3.96999,0.046,0.124,0.00793,5.12,0.74,0.83,-0.504,Super Earth
Kepler-717 b,4.40840023,0.052,0.216,0.0203,2.5,0.85,0.88,0.604,Neptune-like
Kepler-718 b,2.0523499,0.0322,1.477,131,50.3,1.3,1.18,0.134,Gas Giant
Kepler-719 b,5.00731778,0.0556,0.76,0.172,0.484,0.98,0.99,0.448,Gas Giant
Kepler-720 b,4.70832654,0.0539,0.75,0.168,0.493,0.92,0.95,0.032,Gas Giant
Kepler-721 b,5.39202539,0.0583,0.236,0.0235,2.23,0.78,0.82,-0.362,Neptune-like
Kepler-722 b,4.09357325,0.0514,0.235,0.0233,2.24,1.05,1.03,-0.039,Neptune-like
Kepler-722 c,105.144749,0.4471,0.252,0.0263,2.05,1.05,1.03,-0.039,Neptune-like
Kepler-723 b,4.08227507,0.0479,1.088,,,0.89,0.92,-0.172,Gas Giant
Kepler-724 b,3.31494634,0.0433,0.294,0.0341,1.67,0.86,0.9,-0.223,Neptune-like
Kepler-725 b,39.64317811,0.215,0.948,0.25,0.363,0.84,0.88,-0.313,Gas Giant
Kepler-726 b,21.80451088,0.1406,0.291,0.0336,1.7,0.85,0.88,-0.319,Neptune-like
Kepler-727 b,5.15448442,0.0546,0.226,0.0218,2.35,0.86,0.89,-0.317,Neptune-like
Kepler-728 b,5.74347727,0.0625,0.298,0.035,1.64,0.93,0.95,0.227,Neptune-like
Kepler-729 b,3.16635371,0.0432,0.319,0.0394,1.5,0.91,0.94,0.261,Neptune-like
Kepler-730 b,6.49168281,0.0694,1.1,,,1.41,1.05,0.236,Gas Giant
Kepler-730 c,2.85188338,0.03997,0.14,0.00971,4.39,1.41,1.05,0.236,Super Earth
Kepler-731 b,3.85560355,0.0505,1.238,,,1.06,1.03,0.035,Gas Giant
Kepler-732 b,9.46781405,0.0691,0.194,0.017,2.86,0.46,0.49,-1.375,Neptune-like
Kepler-732 c,0.89304124,0.0143,0.113,0.00678,5.77,0.46,0.49,-1.375,Super Earth
Kepler-733 b,20.83424726,0.1483,0.252,0.0263,2.05,0.86,0.9,-0.298,Neptune-like
Kepler-734 b,6.10485286,0.0583,0.318,0.039,1.51,0.78,0.85,0.374,Neptune-like
Kepler-735 b,11.51516988,0.0965,0.263,0.0283,1.93,0.8,0.85,-0.517,Neptune-like
Kepler-736 b,3.60147201,0.0428,0.261,0.028,1.95,0.81,0.86,-0.35,Neptune-like
Kepler-737 b,28.59915399,0.1422,0.175,0.0142,3.28,0.48,0.51,-1.301,Super Earth
